-199.0396215823568+1708.775960272362*I,0.00027322291668609194+0.00016640916907504957*I
-497.4137269704024+1581.3166649999685*I,0.00023459177098725692+0.0002594113336773816*I
-763.2217568359862+1350.7891190303826*I,0.0001806297266137877+0.00033542793505934827*I
-979.1709418816508+1032.815240258519*I,0.00011487651168406634+0.00038946451912072894*I
-1131.5844237392323+649.4423282351004*I,0.00004166878795636293+0.00041794231177835403*I
-1212.1115480606418+228.38940965223577*I,-0.000034093650446709555+0.00041892608617992834*I
-1455.2389562652547-639.5142091693681*I,-0.00017655997370974314+0.00026599488227844277*I
-1161.8587975201658-1212.9795280897404*I,-0.0002461312456567613+0.0001733829327137833*I
-712.8460192060127-1623.7616104753931*I,-0.00028267226435511514+0.00005752475952549181*I
-168.69006914518076-1817.129759629214*I,-0.00028128554265717743-0.00006600076916284701*I
397.3377275519848-1768.2955803513953*I,-0.00024218820028087604-0.00018054761760914043*I
909.5687148880843-1486.7809127926064*I,-0.0001707454604213259-0.0002706091617443793*I
1228.8968730911574-1343.6560198638745*I,-0.00012222095864527856-0.00027323364283092256*I
1646.3960932635862-611.8795203562017*I,1.0752079936388653*^-6-0.00030409252492786826*I
1724.5231591234874+245.94257918496538*I,0.00012412758193327313-0.00027223207897776423*I
1447.5958538109392+1052.9313108978088*I,0.00022153998456637632-0.00018425889150188357*I
873.5894315759818+1643.2815148883349*I,0.0002732160362064225-0.00005841179078000604*I
122.11641362148714+1897.6806166195345*I,0.0002685714588008063+0.00007913725103306178*I
453.25111440140955+1890.4633621466267*I,0.000270611122665822+0.000025552005076529033*I
-529.2343005855946+1868.6753420720158*I,0.00022008407057945277+0.0001676634882870419*I
-1362.7551147062936+1321.1093936177083*I,0.00010762887528129167+0.00026256324031389747*I
-1813.0443118479836+402.1804981556385*I,-0.00003505917049565797+0.00028355570586632666*I
-1754.4081635082464-629.3535791361471*I,-0.0001677537273116525+0.0002248180539001166*I
-1205.641295115463-1484.3427911406668*I,-0.00025306962171665453+0.00010314587334670815*I
-1801.0410798024047-694.6174089387423*I,-0.00016841403575768444+0.00021266352093580999*I
-1091.9003081602225-1633.0063399257206*I,-0.00025602887837000173+0.0000750089437651575*I
9.836590106720795-1984.1302889232309*I,-0.00025155492207036605-0.00008959863844712793*I
1107.9401358097728-1622.1355092617976*I,-0.00015665221841555855-0.00022193254838519564*I
1808.1884021922094-677.9821624261945*I,-5.572222308611359*^-6-0.00027443003729940357*I
1861.2324762574365+508.3514347890363*I,0.00014716330093204877-0.00022844453501901315*I
1659.7701094128936-1072.379368196025*I,-0.00006662281575413975-0.0002582009469487428*I
1952.3701198673164+223.9917929346752*I,0.0001065925716557915-0.00024386934032841827*I
1384.659812855206+1421.608390039394*I,0.00023281085505256005-0.0001220756640926807*I
207.114585045672+1992.9788445420618*I,0.0002564347570875645+0.000053448266294883355*I
-1061.3981618131193+1687.328453200452*I,0.0001671841716505826+0.00020529954195220597*I
-1863.6448554098035+641.1238361577438*I,4.702405703019296*^-6+0.0002666732823986107*I
-225.78746010576438+1998.436339437029*I,0.00023885784051415294+0.00010034657628761063*I
-1498.5285135348954+1320.1728540348904*I,0.00010933008910888082+0.0002373425316927783*I
-1985.4525366425814-50.321638109049175*I,-0.00007750728620584948+0.0002498668729106066*I
-1431.620768013986-1394.3524899805334*I,-0.0002236588780037004+0.00013141735813530867*I
-128.04938278199037-2007.920686282934*I,-0.0002525695294569803-0.000055762968872208535*I
1242.1184433979759-1571.71768584401*I,-0.00014943777814463476-0.00021344592659900368*I
-1367.4318858156803-1460.4539474052401*I,-0.00022386279900347446+0.0001265570015218022*I
91.90756983568168-2006.505419976684*I,-0.00024577856103154586-0.00007445819584868175*I
1495.0820391592147-1327.4181226284281*I,-0.0001176330754196808-0.00022998808496384448*I
1985.5956364795086+161.87260681703688*I,0.00008226936824002632-0.0002451063897840077*I
1264.9004466348013+1552.2489584280854*I,0.00023186646371108462-0.00011074773309818782*I
-225.9110313691274+1996.9728707516501*I,0.000240108949476577+0.00009078006049138715*I
1984.213045092056-81.00844338659951*I,0.00004276188742652857-0.0002537346351833031*I
1351.7193927577616+1462.8633810436363*I,0.00021947323635342108-0.00013237963526725591*I
-225.72834111943956+1984.005617930384*I,0.0002427423743839368+0.00008150253251602523*I
-1645.3203712027262+1118.4729748364666*I,0.00009637562183841627+0.00023837667403134113*I
-1915.4931684582345-528.2061936084933*I,-0.00011719715895297673+0.0002287115278578472*I
-849.4907672834131-1806.0104805247104*I,-0.0002487846749268198+0.00005967319542939588*I
-1250.2333113820328+1528.6228480585537*I,0.0001680143797480953+0.0001944991309853781*I
-1968.9696685208207-74.08508651725784*I,-0.000052614054870804685+0.00025196022272081593*I
-1132.6988123699275-1618.232311270008*I,-0.00023167302071700009+0.0001104433159472822*I
597.8525520846401-1884.5906416489524*I,-0.00022780259745215883-0.00011823181584568333*I
1856.392873070464-663.6920262422188*I,-0.000044233786212394174-0.00025352514549380754*I
1651.4030978358933+1079.9728256292851*I,0.0001739394767516366-0.00018902109408547852*I
-284.6980713747053-1931.3098976952012*I,-0.0002582306713354395+4.484941534669431*^-6*I
1438.505212815488-1315.9592910034814*I,-0.00014800257858092685-0.00021218901280653187*I
1892.3975515018233+460.50060171314226*I,0.00009279846435601512-0.0002416334832614552*I
676.8736512911471+1830.614913478828*I,0.00025170692443749306-0.00005794567783046331*I
-1135.3151174533866+1586.4174315824648*I,0.00018869190233759473+0.00017674046606280252*I
-1947.0027567330103-54.97977514940783*I,-0.00004029954045063097+0.00025566713848277375*I
1587.2854353658668+1079.3394894797436*I,0.00016573368750080652-0.0002023063635990112*I
-113.70723640429028+1918.3989987297812*I,0.00025831444108688094+0.000039141549343652256*I
-1703.5863768552103+883.7313072111898*I,0.00009860715399557866+0.00024234673772880006*I
-1629.7998385166668-1013.8405878553748*I,-0.00015735582791133977+0.0002089011755408053*I
34.80036788632876-1921.5517139843118*I,-0.0002596929272336046-0.0000283719133594719*I
1664.9320651672238-955.2538447292357*I,-0.00010893089050326644-0.00023781404284519515*I
-1836.7488698956272+424.21982268103744*I,0.000045455152661829336+0.0002617224164239089*I
-1227.0223439743993-1432.6070993920946*I,-0.00021054150998159584+0.00016167445146569173*I
698.81179858908-1752.7317344566825*I,-0.00024070473764885224-0.00011177617910503603*I
1875.0991867784642-193.16601126946117*I,-0.000012756018199190655-0.00026533920817164113*I
1041.1263530612582+1573.2482624665163*I,0.0002288064047993818-0.00013450056751449977*I
-907.608706296286+1654.1273684452917*I,0.00022534308787248278+0.0001402094064743337*I
924.9457308369865-1601.2851348088625*I,-0.00023111572728203288-0.0001404620402875858*I
1839.518136729459+177.63994203510282*I,0.000031777772570353595-0.00026874256290944235*I
601.996962691648+1748.6865794965813*I,0.00025748574983600953-0.00008262520142382371*I
-1339.6029216888571+1274.1815048133767*I,0.00018201928997138916+0.00020011629808381882*I
-1714.5679135389876-690.112138642148*I,-0.00010621642034146719+0.00024886786889303863*I
-86.36277221714205-1847.5069626087973*I,-0.00027030793738225945+7.016639706861085*^-6*I
523.710279412312+1732.2806504818093*I,0.0002638544085847919-0.00008197794490192528*I
